id,route_id,route_name,county,pickup_day,pickup_duration_min,num_stops,place_pickup_times
83,R028,Route 28,Donegal,Friday,48,16,"[{""place"": ""Glenties"", ""pickup_time"": ""11:45""}, {""place"": ""Ardara"", ""pickup_time"": ""11:53""}, {""place"": ""Mountcharles"", ""pickup_time"": ""11:58""}, {""place"": ""Burt"", ""pickup_time"": ""12:07""}, {""place"": ""Gweedore"", ""pickup_time"": ""12:15""}, {""place"": ""Buncrana"", ""pickup_time"": ""12:20""}, {""place"": ""Lifford"", ""pickup_time"": ""12:27""}, {""place"": ""Drumkeen"", ""pickup_time"": ""12:39""}, {""place"": ""Ballyshannon"", ""pickup_time"": ""12:53""}, {""place"": ""Laghey"", ""pickup_time"": ""13:08""}, {""place"": ""Carndonagh"", ""pickup_time"": ""13:19""}, {""place"": ""Pettigo"", ""pickup_time"": ""13:25""}, {""place"": ""Dunfanaghy"", ""pickup_time"": ""13:33""}, {""place"": ""Termon"", ""pickup_time"": ""13:40""}, {""place"": ""Falcarragh"", ""pickup_time"": ""13:50""}, {""place"": ""Donegal Town"", ""pickup_time"": ""13:55""}]"
84,R029,Route 29,Mayo,Tuesday,37,18,"[{""place"": ""Ballycroy"", ""pickup_time"": ""06:15""}, {""place"": ""Mulranny"", ""pickup_time"": ""06:21""}, {""place"": ""Aughavas"", ""pickup_time"": ""06:35""}, {""place"": ""Belmullet"", ""pickup_time"": ""06:43""}, {""place"": ""Ballyglass"", ""pickup_time"": ""06:52""}, {""place"": ""Ballintubber"", ""pickup_time"": ""06:59""}, {""place"": ""Lecanvey"", ""pickup_time"": ""07:08""}, {""place"": ""Louisburgh"", ""pickup_time"": ""07:20""}, {""place"": ""Castlebar"", ""pickup_time"": ""07:27""}, {""place"": ""Ballina"", ""pickup_time"": ""07:42""}, {""place"": ""Achill Island"", ""pickup_time"": ""07:53""}, {""place"": ""Claremorris"", ""pickup_time"": ""07:58""}, {""place"": ""Bangor Erris"", ""pickup_time"": ""08:04""}, {""place"": ""Belderrig"", ""pickup_time"": ""08:17""}, {""place"": ""Ballyhaunis"", ""pickup_time"": ""08:32""}, {""place"": ""Ballyovey"", ""pickup_time"": ""08:47""}, {""place"": ""Kiltimagh"", ""pickup_time"": ""08:56""}, {""place"": ""Westport"", ""pickup_time"": ""09:04""}]"
85,R029,Route 29,Mayo,Saturday,74,18,"[{""place"": ""Ballycroy"", ""pickup_time"": ""06:15""}, {""place"": ""Mulranny"", ""pickup_time"": ""06:21""}, {""place"": ""Aughavas"", ""pickup_time"": ""06:35""}, {""place"": ""Belmullet"", ""pickup_time"": ""06:41""}, {""place"": ""Ballyglass"", ""pickup_time"": ""06:48""}, {""place"": ""Ballintubber"", ""pickup_time"": ""07:00""}, {""place"": ""Lecanvey"", ""pickup_time"": ""07:13""}, {""place"": ""Louisburgh"", ""pickup_time"": ""07:19""}, {""place"": ""Castlebar"", ""pickup_time"": ""07:34""}, {""place"": ""Ballina"", ""pickup_time"": ""07:48""}, {""place"": ""Achill Island"", ""pickup_time"": ""07:56""}, {""place"": ""Claremorris"", ""pickup_time"": ""08:02""}, {""place"": ""Bangor Erris"", ""pickup_time"": ""08:12""}, {""place"": ""Belderrig"", ""pickup_time"": ""08:24""}, {""place"": ""Ballyhaunis"", ""pickup_time"": ""08:29""}, {""place"": ""Ballyovey"", ""pickup_time"": ""08:40""}, {""place"": ""Kiltimagh"", ""pickup_time"": ""08:51""}, {""place"": ""Westport"", ""pickup_time"": ""09:04""}]"
86,R029,Route 29,Mayo,Wednesday,104,18,"[{""place"": ""Ballycroy"", ""pickup_time"": ""06:15""}, {""place"": ""Mulranny"", ""pickup_time"": ""06:27""}, {""place"": ""Aughavas"", ""pickup_time"": ""06:32""}, {""place"": ""Belmullet"", ""pickup_time"": ""06:38""}, {""place"": ""Ballyglass"", ""pickup_time"": ""06:53""}, {""place"": ""Ballintubber"", ""pickup_time"": ""07:01""}, {""place"": ""Lecanvey"", ""pickup_time"": ""07:12""}, {""place"": ""Louisburgh"", ""pickup_time"": ""07:20""}, {""place"": ""Castlebar"", ""pickup_time"": ""07:25""}, {""place"": ""Ballina"", ""pickup_time"": ""07:32""}, {""place"": ""Achill Island"", ""pickup_time"": ""07:39""}, {""place"": ""Claremorris"", ""pickup_time"": ""07:48""}, {""place"": ""Bangor Erris"", ""pickup_time"": ""08:02""}, {""place"": ""Belderrig"", ""pickup_time"": ""08:15""}, {""place"": ""Ballyhaunis"", ""pickup_time"": ""08:20""}, {""place"": ""Ballyovey"", ""pickup_time"": ""08:27""}, {""place"": ""Kiltimagh"", ""pickup_time"": ""08:34""}, {""place"": ""Westport"", ""pickup_time"": ""08:45""}]"
87,R029,Route 29,Mayo,Monday,85,18,"[{""place"": ""Ballycroy"", ""pickup_time"": ""06:15""}, {""place"": ""Mulranny"", ""pickup_time"": ""06:22""}, {""place"": ""Aughavas"", ""pickup_time"": ""06:28""}, {""place"": ""Belmullet"", ""pickup_time"": ""06:35""}, {""place"": ""Ballyglass"", ""pickup_time"": ""06:45""}, {""place"": ""Ballintubber"", ""pickup_time"": ""06:52""}, {""place"": ""Lecanvey"", ""pickup_time"": ""06:57""}, {""place"": ""Louisburgh"", ""pickup_time"": ""07:02""}, {""place"": ""Castlebar"", ""pickup_time"": ""07:14""}, {""place"": ""Ballina"", ""pickup_time"": ""07:29""}, {""place"": ""Achill Island"", ""pickup_time"": ""07:36""}, {""place"": ""Claremorris"", ""pickup_time"": ""07:42""}, {""place"": ""Bangor Erris"", ""pickup_time"": ""07:51""}, {""place"": ""Belderrig"", ""pickup_time"": ""07:59""}, {""place"": ""Ballyhaunis"", ""pickup_time"": ""08:11""}, {""place"": ""Ballyovey"", ""pickup_time"": ""08:18""}, {""place"": ""Kiltimagh"", ""pickup_time"": ""08:25""}, {""place"": ""Westport"", ""pickup_time"": ""08:30""}]"
88,R030,Route 30,Mayo,Saturday,30,12,"[{""place"": ""Ballyovey"", ""pickup_time"": ""11:45""}, {""place"": ""Ballyhaunis"", ""pickup_time"": ""11:57""}, {""place"": ""Ballintubber"", ""pickup_time"": ""12:09""}, {""place"": ""Ballyglass"", ""pickup_time"": ""12:14""}, {""place"": ""Mulranny"", ""pickup_time"": ""12:21""}, {""place"": ""Kiltimagh"", ""pickup_time"": ""12:30""}, {""place"": ""Aughavas"", ""pickup_time"": ""12:43""}, {""place"": ""Louisburgh"", ""pickup_time"": ""12:49""}, {""place"": ""Claremorris"", ""pickup_time"": ""12:56""}, {""place"": ""Westport"", ""pickup_time"": ""13:07""}, {""place"": ""Islandeady"", ""pickup_time"": ""13:14""}, {""place"": ""Foxford"", ""pickup_time"": ""13:24""}]"
89,R030,Route 30,Mayo,Thursday,61,12,"[{""place"": ""Ballyovey"", ""pickup_time"": ""11:45""}, {""place"": ""Ballyhaunis"", ""pickup_time"": ""11:54""}, {""place"": ""Ballintubber"", ""pickup_time"": ""11:59""}, {""place"": ""Ballyglass"", ""pickup_time"": ""12:14""}, {""place"": ""Mulranny"", ""pickup_time"": ""12:29""}, {""place"": ""Kiltimagh"", ""pickup_time"": ""12:36""}, {""place"": ""Aughavas"", ""pickup_time"": ""12:47""}, {""place"": ""Louisburgh"", ""pickup_time"": ""12:54""}, {""place"": ""Claremorris"", ""pickup_time"": ""13:07""}, {""place"": ""Westport"", ""pickup_time"": ""13:16""}, {""place"": ""Islandeady"", ""pickup_time"": ""13:30""}, {""place"": ""Foxford"", ""pickup_time"": ""13:45""}]"
90,R030,Route 30,Mayo,Friday,59,12,"[{""place"": ""Ballyovey"", ""pickup_time"": ""11:45""}, {""place"": ""Ballyhaunis"", ""pickup_time"": ""11:58""}, {""place"": ""Ballintubber"", ""pickup_time"": ""12:08""}, {""place"": ""Ballyglass"", ""pickup_time"": ""12:19""}, {""place"": ""Mulranny"", ""pickup_time"": ""12:30""}, {""place"": ""Kiltimagh"", ""pickup_time"": ""12:39""}, {""place"": ""Aughavas"", ""pickup_time"": ""12:44""}, {""place"": ""Louisburgh"", ""pickup_time"": ""12:50""}, {""place"": ""Claremorris"", ""pickup_time"": ""13:03""}, {""place"": ""Westport"", ""pickup_time"": ""13:18""}, {""place"": ""Islandeady"", ""pickup_time"": ""13:29""}, {""place"": ""Foxford"", ""pickup_time"": ""13:44""}]"
91,R030,Route 30,Mayo,Sunday,46,12,"[{""place"": ""Ballyovey"", ""pickup_time"": ""11:45""}, {""place"": ""Ballyhaunis"", ""pickup_time"": ""12:00""}, {""place"": ""Ballintubber"", ""pickup_time"": ""12:06""}, {""place"": ""Ballyglass"", ""pickup_time"": ""12:12""}, {""place"": ""Mulranny"", ""pickup_time"": ""12:25""}, {""place"": ""Kiltimagh"", ""pickup_time"": ""12:39""}, {""place"": ""Aughavas"", ""pickup_time"": ""12:50""}, {""place"": ""Louisburgh"", ""pickup_time"": ""13:03""}, {""place"": ""Claremorris"", ""pickup_time"": ""13:11""}, {""place"": ""Westport"", ""pickup_time"": ""13:20""}, {""place"": ""Islandeady"", ""pickup_time"": ""13:29""}, {""place"": ""Foxford"", ""pickup_time"": ""13:43""}]"
92,R031,Route 31,Waterford,Tuesday,94,20,"[{""place"": ""Cappoquin"", ""pickup_time"": ""16:30""}, {""place"": ""Annestown"", ""pickup_time"": ""16:43""}, {""place"": ""Dungarvan"", ""pickup_time"": ""16:48""}, {""place"": ""Ferrybank"", ""pickup_time"": ""17:03""}, {""place"": ""Kilmeadan"", ""pickup_time"": ""17:11""}, {""place"": ""Rooske"", ""pickup_time"": ""17:22""}, {""place"": ""Rathgormack"", ""pickup_time"": ""17:27""}, {""place"": ""Ardmore"", ""pickup_time"": ""17:37""}, {""place"": ""Tramore"", ""pickup_time"": ""17:52""}, {""place"": ""Ballybricken"", ""pickup_time"": ""17:59""}, {""place"": ""Waterford City Centre"", ""pickup_time"": ""18:06""}, {""place"": ""Dunmore East"", ""pickup_time"": ""18:16""}, {""place"": ""Ballytruckle"", ""pickup_time"": ""18:30""}, {""place"": ""Tallow"", ""pickup_time"": ""18:42""}, {""place"": ""Ferns"", ""pickup_time"": ""18:47""}, {""place"": ""Newtown"", ""pickup_time"": ""18:52""}, {""place"": ""Clonroche"", ""pickup_time"": ""18:59""}, {""place"": ""Ballycullane"", ""pickup_time"": ""19:07""}, {""place"": ""Lismore"", ""pickup_time"": ""19:14""}, {""place"": ""Ballygunner"", ""pickup_time"": ""19:27""}]"
93,R031,Route 31,Waterford,Friday,109,20,"[{""place"": ""Cappoquin"", ""pickup_time"": ""16:30""}, {""place"": ""Annestown"", ""pickup_time"": ""16:44""}, {""place"": ""Dungarvan"", ""pickup_time"": ""16:55""}, {""place"": ""Ferrybank"", ""pickup_time"": ""17:07""}, {""place"": ""Kilmeadan"", ""pickup_time"": ""17:15""}, {""place"": ""Rooske"", ""pickup_time"": ""17:27""}, {""place"": ""Rathgormack"", ""pickup_time"": ""17:42""}, {""place"": ""Ardmore"", ""pickup_time"": ""17:53""}, {""place"": ""Tramore"", ""pickup_time"": ""18:06""}, {""place"": ""Ballybricken"", ""pickup_time"": ""18:16""}, {""place"": ""Waterford City Centre"", ""pickup_time"": ""18:28""}, {""place"": ""Dunmore East"", ""pickup_time"": ""18:43""}, {""place"": ""Ballytruckle"", ""pickup_time"": ""18:48""}, {""place"": ""Tallow"", ""pickup_time"": ""19:00""}, {""place"": ""Ferns"", ""pickup_time"": ""19:08""}, {""place"": ""Newtown"", ""pickup_time"": ""19:13""}, {""place"": ""Clonroche"", ""pickup_time"": ""19:23""}, {""place"": ""Ballycullane"", ""pickup_time"": ""19:28""}, {""place"": ""Lismore"", ""pickup_time"": ""19:40""}, {""place"": ""Ballygunner"", ""pickup_time"": ""19:48""}]"
94,R031,Route 31,Waterford,Monday,36,20,"[{""place"": ""Cappoquin"", ""pickup_time"": ""16:30""}, {""place"": ""Annestown"", ""pickup_time"": ""16:45""}, {""place"": ""Dungarvan"", ""pickup_time"": ""16:58""}, {""place"": ""Ferrybank"", ""pickup_time"": ""17:05""}, {""place"": ""Kilmeadan"", ""pickup_time"": ""17:17""}, {""place"": ""Rooske"", ""pickup_time"": ""17:32""}, {""place"": ""Rathgormack"", ""pickup_time"": ""17:46""}, {""place"": ""Ardmore"", ""pickup_time"": ""17:55""}, {""place"": ""Tramore"", ""pickup_time"": ""18:08""}, {""place"": ""Ballybricken"", ""pickup_time"": ""18:15""}, {""place"": ""Waterford City Centre"", ""pickup_time"": ""18:21""}, {""place"": ""Dunmore East"", ""pickup_time"": ""18:31""}, {""place"": ""Ballytruckle"", ""pickup_time"": ""18:41""}, {""place"": ""Tallow"", ""pickup_time"": ""18:55""}, {""place"": ""Ferns"", ""pickup_time"": ""19:02""}, {""place"": ""Newtown"", ""pickup_time"": ""19:08""}, {""place"": ""Clonroche"", ""pickup_time"": ""19:15""}, {""place"": ""Ballycullane"", ""pickup_time"": ""19:28""}, {""place"": ""Lismore"", ""pickup_time"": ""19:34""}, {""place"": ""Ballygunner"", ""pickup_time"": ""19:42""}]"
95,R031,Route 31,Waterford,Thursday,47,20,"[{""place"": ""Cappoquin"", ""pickup_time"": ""16:30""}, {""place"": ""Annestown"", ""pickup_time"": ""16:38""}, {""place"": ""Dungarvan"", ""pickup_time"": ""16:49""}, {""place"": ""Ferrybank"", ""pickup_time"": ""17:03""}, {""place"": ""Kilmeadan"", ""pickup_time"": ""17:11""}, {""place"": ""Rooske"", ""pickup_time"": ""17:22""}, {""place"": ""Rathgormack"", ""pickup_time"": ""17:29""}, {""place"": ""Ardmore"", ""pickup_time"": ""17:34""}, {""place"": ""Tramore"", ""pickup_time"": ""17:42""}, {""place"": ""Ballybricken"", ""pickup_time"": ""17:55""}, {""place"": ""Waterford City Centre"", ""pickup_time"": ""18:07""}, {""place"": ""Dunmore East"", ""pickup_time"": ""18:19""}, {""place"": ""Ballytruckle"", ""pickup_time"": ""18:34""}, {""place"": ""Tallow"", ""pickup_time"": ""18:47""}, {""place"": ""Ferns"", ""pickup_time"": ""18:56""}, {""place"": ""Newtown"", ""pickup_time"": ""19:11""}, {""place"": ""Clonroche"", ""pickup_time"": ""19:19""}, {""place"": ""Ballycullane"", ""pickup_time"": ""19:26""}, {""place"": ""Lismore"", ""pickup_time"": ""19:38""}, {""place"": ""Ballygunner"", ""pickup_time"": ""19:51""}]"
96,R032,Route 32,Dublin,Friday,116,23,"[{""place"": ""D\u00fan Laoghaire"", ""pickup_time"": ""07:30""}, {""place"": ""Grafton Street"", ""pickup_time"": ""07:43""}, {""place"": ""Dublin City Centre"", ""pickup_time"": ""07:54""}, {""place"": ""Kilmainham"", ""pickup_time"": ""08:08""}, {""place"": ""Blackrock"", ""pickup_time"": ""08:14""}, {""place"": ""O'Connell Street"", ""pickup_time"": ""08:21""}, {""place"": ""Drumcondra"", ""pickup_time"": ""08:29""}, {""place"": ""Raheny"", ""pickup_time"": ""08:35""}, {""place"": ""Donnybrook"", ""pickup_time"": ""08:43""}, {""place"": ""Ballsbridge"", ""pickup_time"": ""08:58""}, {""place"": ""Clontarf"", ""pickup_time"": ""09:09""}, {""place"": ""St. Stephen's Green"", ""pickup_time"": ""09:18""}, {""place"": ""Sandyford"", ""pickup_time"": ""09:23""}, {""place"": ""Ranelagh"", ""pickup_time"": ""09:31""}, {""place"": ""Phibsborough"", ""pickup_time"": ""09:39""}, {""place"": ""Trinity College"", ""pickup_time"": ""09:48""}, {""place"": ""Merrion Square"", ""pickup_time"": ""09:54""}, {""place"": ""Phoenix Park"", ""pickup_time"": ""10:00""}, {""place"": ""Rathmines"", ""pickup_time"": ""10:06""}, {""place"": ""Howth"", ""pickup_time"": ""10:18""}, {""place"": ""Portobello"", ""pickup_time"": ""10:24""}, {""place"": ""Finglas"", ""pickup_time"": ""10:39""}, {""place"": ""Temple Bar"", ""pickup_time"": ""10:53""}]"
97,R032,Route 32,Dublin,Thursday,31,23,"[{""place"": ""D\u00fan Laoghaire"", ""pickup_time"": ""07:30""}, {""place"": ""Grafton Street"", ""pickup_time"": ""07:41""}, {""place"": ""Dublin City Centre"", ""pickup_time"": ""07:56""}, {""place"": ""Kilmainham"", ""pickup_time"": ""08:11""}, {""place"": ""Blackrock"", ""pickup_time"": ""08:24""}, {""place"": ""O'Connell Street"", ""pickup_time"": ""08:35""}, {""place"": ""Drumcondra"", ""pickup_time"": ""08:48""}, {""place"": ""Raheny"", ""pickup_time"": ""08:54""}, {""place"": ""Donnybrook"", ""pickup_time"": ""09:01""}, {""place"": ""Ballsbridge"", ""pickup_time"": ""09:10""}, {""place"": ""Clontarf"", ""pickup_time"": ""09:16""}, {""place"": ""St. Stephen's Green"", ""pickup_time"": ""09:22""}, {""place"": ""Sandyford"", ""pickup_time"": ""09:32""}, {""place"": ""Ranelagh"", ""pickup_time"": ""09:39""}, {""place"": ""Phibsborough"", ""pickup_time"": ""09:46""}, {""place"": ""Trinity College"", ""pickup_time"": ""09:51""}, {""place"": ""Merrion Square"", ""pickup_time"": ""10:05""}, {""place"": ""Phoenix Park"", ""pickup_time"": ""10:13""}, {""place"": ""Rathmines"", ""pickup_time"": ""10:20""}, {""place"": ""Howth"", ""pickup_time"": ""10:34""}, {""place"": ""Portobello"", ""pickup_time"": ""10:47""}, {""place"": ""Finglas"", ""pickup_time"": ""10:58""}, {""place"": ""Temple Bar"", ""pickup_time"": ""11:06""}]"
98,R033,Route 33,Wicklow,Monday,74,11,"[{""place"": ""Glendalough"", ""pickup_time"": ""14:00""}, {""place"": ""Ballymore"", ""pickup_time"": ""14:13""}, {""place"": ""Kilmacanogue"", ""pickup_time"": ""14:22""}, {""place"": ""Bray"", ""pickup_time"": ""14:32""}, {""place"": ""Ballygar"", ""pickup_time"": ""14:42""}, {""place"": ""Baltinglass"", ""pickup_time"": ""14:51""}, {""place"": ""Carnew"", ""pickup_time"": ""15:01""}, {""place"": ""Kilpedder"", ""pickup_time"": ""15:09""}, {""place"": ""Newtownmountkennedy"", ""pickup_time"": ""15:21""}, {""place"": ""Sallygap"", ""pickup_time"": ""15:26""}, {""place"": ""Arklow"", ""pickup_time"": ""15:39""}]"
99,R033,Route 33,Wicklow,Sunday,36,11,"[{""place"": ""Glendalough"", ""pickup_time"": ""14:00""}, {""place"": ""Ballymore"", ""pickup_time"": ""14:06""}, {""place"": ""Kilmacanogue"", ""pickup_time"": ""14:20""}, {""place"": ""Bray"", ""pickup_time"": ""14:25""}, {""place"": ""Ballygar"", ""pickup_time"": ""14:39""}, {""place"": ""Baltinglass"", ""pickup_time"": ""14:47""}, {""place"": ""Carnew"", ""pickup_time"": ""14:58""}, {""place"": ""Kilpedder"", ""pickup_time"": ""15:03""}, {""place"": ""Newtownmountkennedy"", ""pickup_time"": ""15:12""}, {""place"": ""Sallygap"", ""pickup_time"": ""15:18""}, {""place"": ""Arklow"", ""pickup_time"": ""15:28""}]"
100,R034,Route 34,Wexford,Friday,58,9,"[{""place"": ""Dunbrody"", ""pickup_time"": ""12:15""}, {""place"": ""Kilmore"", ""pickup_time"": ""12:21""}, {""place"": ""Taghmon"", ""pickup_time"": ""12:27""}, {""place"": ""Clonard"", ""pickup_time"": ""12:39""}, {""place"": ""Kilmuckridge"", ""pickup_time"": ""12:50""}, {""place"": ""Ballynamintra"", ""pickup_time"": ""13:02""}, {""place"": ""Enniscorthy"", ""pickup_time"": ""13:13""}, {""place"": ""Ballycullane"", ""pickup_time"": ""13:27""}, {""place"": ""Gorey"", ""pickup_time"": ""13:34""}]"
101,R034,Route 34,Wexford,Sunday,83,9,"[{""place"": ""Dunbrody"", ""pickup_time"": ""12:15""}, {""place"": ""Kilmore"", ""pickup_time"": ""12:20""}, {""place"": ""Taghmon"", ""pickup_time"": ""12:29""}, {""place"": ""Clonard"", ""pickup_time"": ""12:43""}, {""place"": ""Kilmuckridge"", ""pickup_time"": ""12:56""}, {""place"": ""Ballynamintra"", ""pickup_time"": ""13:09""}, {""place"": ""Enniscorthy"", ""pickup_time"": ""13:16""}, {""place"": ""Ballycullane"", ""pickup_time"": ""13:28""}, {""place"": ""Gorey"", ""pickup_time"": ""13:36""}]"
102,R034,Route 34,Wexford,Wednesday,33,9,"[{""place"": ""Dunbrody"", ""pickup_time"": ""12:15""}, {""place"": ""Kilmore"", ""pickup_time"": ""12:22""}, {""place"": ""Taghmon"", ""pickup_time"": ""12:28""}, {""place"": ""Clonard"", ""pickup_time"": ""12:37""}, {""place"": ""Kilmuckridge"", ""pickup_time"": ""12:44""}, {""place"": ""Ballynamintra"", ""pickup_time"": ""12:53""}, {""place"": ""Enniscorthy"", ""pickup_time"": ""13:05""}, {""place"": ""Ballycullane"", ""pickup_time"": ""13:10""}, {""place"": ""Gorey"", ""pickup_time"": ""13:19""}]"
103,R034,Route 34,Wexford,Saturday,99,9,"[{""place"": ""Dunbrody"", ""pickup_time"": ""12:15""}, {""place"": ""Kilmore"", ""pickup_time"": ""12:22""}, {""place"": ""Taghmon"", ""pickup_time"": ""12:37""}, {""place"": ""Clonard"", ""pickup_time"": ""12:45""}, {""place"": ""Kilmuckridge"", ""pickup_time"": ""12:59""}, {""place"": ""Ballynamintra"", ""pickup_time"": ""13:14""}, {""place"": ""Enniscorthy"", ""pickup_time"": ""13:27""}, {""place"": ""Ballycullane"", ""pickup_time"": ""13:38""}, {""place"": ""Gorey"", ""pickup_time"": ""13:45""}]"
104,R035,Route 35,Donegal,Tuesday,42,8,"[{""place"": ""St Johnston"", ""pickup_time"": ""12:45""}, {""place"": ""Mountcharles"", ""pickup_time"": ""13:00""}, {""place"": ""Carndonagh"", ""pickup_time"": ""13:14""}, {""place"": ""Glenties"", ""pickup_time"": ""13:22""}, {""place"": ""Termon"", ""pickup_time"": ""13:30""}, {""place"": ""Dungloe"", ""pickup_time"": ""13:42""}, {""place"": ""Stranorlar"", ""pickup_time"": ""13:52""}, {""place"": ""Donegal Town"", ""pickup_time"": ""14:02""}]"
105,R035,Route 35,Donegal,Saturday,82,8,"[{""place"": ""St Johnston"", ""pickup_time"": ""12:45""}, {""place"": ""Mountcharles"", ""pickup_time"": ""12:59""}, {""place"": ""Carndonagh"", ""pickup_time"": ""13:08""}, {""place"": ""Glenties"", ""pickup_time"": ""13:22""}, {""place"": ""Termon"", ""pickup_time"": ""13:34""}, {""place"": ""Dungloe"", ""pickup_time"": ""13:39""}, {""place"": ""Stranorlar"", ""pickup_time"": ""13:48""}, {""place"": ""Donegal Town"", ""pickup_time"": ""13:53""}]"
106,R035,Route 35,Donegal,Friday,67,8,"[{""place"": ""St Johnston"", ""pickup_time"": ""12:45""}, {""place"": ""Mountcharles"", ""pickup_time"": ""12:55""}, {""place"": ""Carndonagh"", ""pickup_time"": ""13:03""}, {""place"": ""Glenties"", ""pickup_time"": ""13:10""}, {""place"": ""Termon"", ""pickup_time"": ""13:17""}, {""place"": ""Dungloe"", ""pickup_time"": ""13:28""}, {""place"": ""Stranorlar"", ""pickup_time"": ""13:37""}, {""place"": ""Donegal Town"", ""pickup_time"": ""13:43""}]"
107,R036,Route 36,Donegal,Tuesday,86,19,"[{""place"": ""Lifford"", ""pickup_time"": ""10:00""}, {""place"": ""Letterkenny"", ""pickup_time"": ""10:08""}, {""place"": ""Drumkeen"", ""pickup_time"": ""10:22""}, {""place"": ""Dunfanaghy"", ""pickup_time"": ""10:27""}, {""place"": ""Tory Island"", ""pickup_time"": ""10:41""}, {""place"": ""Buncrana"", ""pickup_time"": ""10:50""}, {""place"": ""Carrick"", ""pickup_time"": ""11:00""}, {""place"": ""Ardara"", ""pickup_time"": ""11:14""}, {""place"": ""Ballyshannon"", ""pickup_time"": ""11:19""}, {""place"": ""Rathmullan"", ""pickup_time"": ""11:27""}, {""place"": ""Donegal Town"", ""pickup_time"": ""11:42""}, {""place"": ""Carndonagh"", ""pickup_time"": ""11:57""}, {""place"": ""Pettigo"", ""pickup_time"": ""12:11""}, {""place"": ""Dungloe"", ""pickup_time"": ""12:20""}, {""place"": ""St Johnston"", ""pickup_time"": ""12:31""}, {""place"": ""Termon"", ""pickup_time"": ""12:46""}, {""place"": ""Mountcharles"", ""pickup_time"": ""12:53""}, {""place"": ""Glenties"", ""pickup_time"": ""13:08""}, {""place"": ""Stranorlar"", ""pickup_time"": ""13:19""}]"
108,R036,Route 36,Donegal,Thursday,116,19,"[{""place"": ""Lifford"", ""pickup_time"": ""10:00""}, {""place"": ""Letterkenny"", ""pickup_time"": ""10:14""}, {""place"": ""Drumkeen"", ""pickup_time"": ""10:29""}, {""place"": ""Dunfanaghy"", ""pickup_time"": ""10:43""}, {""place"": ""Tory Island"", ""pickup_time"": ""10:57""}, {""place"": ""Buncrana"", ""pickup_time"": ""11:05""}, {""place"": ""Carrick"", ""pickup_time"": ""11:18""}, {""place"": ""Ardara"", ""pickup_time"": ""11:23""}, {""place"": ""Ballyshannon"", ""pickup_time"": ""11:32""}, {""place"": ""Rathmullan"", ""pickup_time"": ""11:41""}, {""place"": ""Donegal Town"", ""pickup_time"": ""11:48""}, {""place"": ""Carndonagh"", ""pickup_time"": ""11:53""}, {""place"": ""Pettigo"", ""pickup_time"": ""12:08""}, {""place"": ""Dungloe"", ""pickup_time"": ""12:15""}, {""place"": ""St Johnston"", ""pickup_time"": ""12:22""}, {""place"": ""Termon"", ""pickup_time"": ""12:33""}, {""place"": ""Mountcharles"", ""pickup_time"": ""12:42""}, {""place"": ""Glenties"", ""pickup_time"": ""12:51""}, {""place"": ""Stranorlar"", ""pickup_time"": ""13:01""}]"
109,R037,Route 37,Dublin,Friday,76,20,"[{""place"": ""Coolock"", ""pickup_time"": ""09:15""}, {""place"": ""Temple Bar"", ""pickup_time"": ""09:27""}, {""place"": ""Phoenix Park"", ""pickup_time"": ""09:37""}, {""place"": ""Kilmainham"", ""pickup_time"": ""09:47""}, {""place"": ""Trinity College"", ""pickup_time"": ""09:55""}, {""place"": ""Portobello"", ""pickup_time"": ""10:05""}, {""place"": ""St. Stephen's Green"", ""pickup_time"": ""10:14""}, {""place"": ""Dublin Castle"", ""pickup_time"": ""10:24""}, {""place"": ""Raheny"", ""pickup_time"": ""10:31""}, {""place"": ""Sandyford"", ""pickup_time"": ""10:37""}, {""place"": ""Finglas"", ""pickup_time"": ""10:47""}, {""place"": ""Phibsborough"", ""pickup_time"": ""10:59""}, {""place"": ""O'Connell Street"", ""pickup_time"": ""11:13""}, {""place"": ""D\u00fan Laoghaire"", ""pickup_time"": ""11:20""}, {""place"": ""Dublin City Centre"", ""pickup_time"": ""11:33""}, {""place"": ""Merrion Square"", ""pickup_time"": ""11:47""}, {""place"": ""Grafton Street"", ""pickup_time"": ""11:57""}, {""place"": ""Blackrock"", ""pickup_time"": ""12:11""}, {""place"": ""Ballsbridge"", ""pickup_time"": ""12:25""}, {""place"": ""Clontarf"", ""pickup_time"": ""12:34""}]"
